장기요양기관코드,기관유형코드,기관유형명,정원,현원,
14311000267,A04,노인요양공동생활가정,9 ,4 ,
14311000272,A03,노인요양시설(개정법),100 ,89 ,
14311000295,A03,노인요양시설(개정법),76 ,67 ,
14311000297,A03,노인요양시설(개정법),76 ,75 ,
14311000301,A03,노인요양시설(개정법),29 ,22 ,
14311000306,A03,노인요양시설(개정법),81 ,75 ,
14311000313,A03,노인요양시설(개정법),28 ,26 ,
14311000340,A03,노인요양시설(개정법),22 ,21 ,
14311000346,A04,노인요양공동생활가정,8 ,0 ,
14311000348,A03,노인요양시설(개정법),29 ,29 ,
14311000355,A03,노인요양시설(개정법),49 ,48 ,
14311000365,A04,노인요양공동생활가정,9 ,9 ,
14311000382,A04,노인요양공동생활가정,9 ,9 ,
14311000383,A04,노인요양공동생활가정,8 ,7 ,
14311000392,A03,노인요양시설(개정법),37 ,30 ,
14311000426,A03,노인요양시설(개정법),23 ,23 ,
14311000431,A04,노인요양공동생활가정,9 ,8 ,
14311000442,A04,노인요양공동생활가정,9 ,8 ,
14311000446,A03,노인요양시설(개정법),49 ,43 ,
14311000447,A03,노인요양시설(개정법),20 ,17 ,
14311000466,A03,노인요양시설(개정법),65 ,65 ,
14311000468,A03,노인요양시설(개정법),72 ,49 ,
14311000478,A03,노인요양시설(개정법),24 ,23 ,
14311000480,A03,노인요양시설(개정법),29 ,29 ,
14311000489,A03,노인요양시설(개정법),100 ,91 ,
14311000493,A03,노인요양시설(개정법),29 ,30 ,
14311000494,A04,노인요양공동생활가정,9 ,7 ,
14311000495,A04,노인요양공동생활가정,9 ,9 ,
14311000498,A03,노인요양시설(개정법),26 ,25 ,
14311000498,G31,치매전담실가형1실,8 ,8 ,
14311000498,G32,치매전담실가형2실,12 ,12 ,
14311000517,A04,노인요양공동생활가정,9 ,7 ,
14311000538,A03,노인요양시설(개정법),48 ,45 ,
14311000545,A03,노인요양시설(개정법),29 ,28 ,
14311000566,A03,노인요양시설(개정법),100 ,96 ,
14311000577,A03,노인요양시설(개정법),29 ,29 ,
14311000580,A03,노인요양시설(개정법),24 ,24 ,
14311000589,A03,노인요양시설(개정법),100 ,89 ,
14311000604,A03,노인요양시설(개정법),29 ,28 ,
14311000631,A03,노인요양시설(개정법),190 ,157 ,
14311000634,A03,노인요양시설(개정법),40 ,40 ,
14311000650,A03,노인요양시설(개정법),96 ,92 ,
14311000659,A03,노인요양시설(개정법),42 ,42 ,
14311000688,A03,노인요양시설(개정법),37 ,36 ,
14311000700,A03,노인요양시설(개정법),20 ,19 ,
14311000718,A04,노인요양공동생활가정,9 ,7 ,
14311000726,A03,노인요양시설(개정법),29 ,22 ,
14311000734,A03,노인요양시설(개정법),21 ,21 ,
14311000735,A03,노인요양시설(개정법),29 ,28 ,
14311000744,A03,노인요양시설(개정법),94 ,90 ,
14311000746,A03,노인요양시설(개정법),100 ,92 ,
14311000750,A03,노인요양시설(개정법),23 ,14 ,
14311000751,A03,노인요양시설(개정법),71 ,62 ,
14311000754,A03,노인요양시설(개정법),18 ,18 ,
14311000755,A04,노인요양공동생활가정,9 ,8 ,
14311000756,A04,노인요양공동생활가정,9 ,9 ,
14311000757,A04,노인요양공동생활가정,9 ,7 ,
14311000760,A04,노인요양공동생활가정,9 ,9 ,
14311000770,A04,노인요양공동생활가정,9 ,9 ,
14311000777,A03,노인요양시설(개정법),29 ,26 ,
14311000778,A03,노인요양시설(개정법),131 ,130 ,
14311000781,A04,노인요양공동생활가정,9 ,9 ,
14311000789,A03,노인요양시설(개정법),49 ,44 ,
14311000794,A03,노인요양시설(개정법),38 ,34 ,
14311000819,A03,노인요양시설(개정법),29 ,28 ,
14311000824,A03,노인요양시설(개정법),46 ,42 ,
14311000828,A03,노인요양시설(개정법),88 ,80 ,
14311000830,A04,노인요양공동생활가정,9 ,9 ,
14311000831,A03,노인요양시설(개정법),84 ,82 ,
14311000835,A03,노인요양시설(개정법),28 ,25 ,
14311000838,A03,노인요양시설(개정법),84 ,84 ,
14311000853,A03,노인요양시설(개정법),29 ,29 ,
14311000855,A03,노인요양시설(개정법),21 ,21 ,
14311000866,A03,노인요양시설(개정법),29 ,17 ,
14311000867,A03,노인요양시설(개정법),21 ,20 ,
14311000871,A03,노인요양시설(개정법),49 ,44 ,
14311000877,A04,노인요양공동생활가정,9 ,9 ,
14311000879,A03,노인요양시설(개정법),49 ,49 ,
14311000889,A03,노인요양시설(개정법),49 ,48 ,
14311000891,A04,노인요양공동생활가정,9 ,6 ,
14311000897,A03,노인요양시설(개정법),29 ,25 ,
14311000908,A03,노인요양시설(개정법),29 ,29 ,
14311000912,A04,노인요양공동생활가정,9 ,8 ,
14311000917,A03,노인요양시설(개정법),85 ,46 ,
14311000922,A04,노인요양공동생활가정,9 ,9 ,
14311000926,A04,노인요양공동생활가정,9 ,9 ,
14311000938,A03,노인요양시설(개정법),84 ,82 ,
14311000941,A03,노인요양시설(개정법),29 ,17 ,
14311000949,A03,노인요양시설(개정법),76 ,74 ,
14311000951,A04,노인요양공동생활가정,9 ,9 ,
14311000970,A03,노인요양시설(개정법),49 ,29 ,
14311000976,A03,노인요양시설(개정법),29 ,28 ,
14311000981,A03,노인요양시설(개정법),29 ,1 ,
14311000983,A03,노인요양시설(개정법),92 ,74 ,
14311000988,A03,노인요양시설(개정법),78 ,0 ,
14313000001,A03,노인요양시설(개정법),59 ,30 ,
14313000001,G31,치매전담실가형1실,16 ,16 ,
14313000003,A04,노인요양공동생활가정,9 ,5 ,
14313000005,A03,노인요양시설(개정법),28 ,28 ,
14313000007,A03,노인요양시설(개정법),23 ,19 ,
14313000027,A04,노인요양공동생활가정,9 ,2 ,
14313000046,A03,노인요양시설(개정법),86 ,86 ,
14313000076,A04,노인요양공동생활가정,9 ,9 ,
14313000101,A03,노인요양시설(개정법),100 ,97 ,
14313000103,A03,노인요양시설(개정법),92 ,70 ,
14313000110,A03,노인요양시설(개정법),71 ,70 ,
14313000110,G31,치매전담실가형1실,16 ,16 ,
14313000111,A03,노인요양시설(개정법),140 ,89 ,
14313000112,A04,노인요양공동생활가정,9 ,7 ,
14313000113,A03,노인요양시설(개정법),22 ,21 ,
14313000117,A03,노인요양시설(개정법),28 ,19 ,
14313000126,A03,노인요양시설(개정법),23 ,22 ,
14313000132,A03,노인요양시설(개정법),29 ,23 ,
14313000147,A03,노인요양시설(개정법),29 ,16 ,
14313000161,A03,노인요양시설(개정법),97 ,93 ,
14313000162,A03,노인요양시설(개정법),15 ,15 ,
14313000166,A03,노인요양시설(개정법),23 ,23 ,
14313000167,A03,노인요양시설(개정법),29 ,17 ,
14313000180,A03,노인요양시설(개정법),18 ,15 ,
14313000183,A03,노인요양시설(개정법),25 ,22 ,
14313000184,S41,치매전담형노인요양공동생활가정,9 ,9 ,
14313000186,A03,노인요양시설(개정법),48 ,48 ,
14313000188,A03,노인요양시설(개정법),29 ,3 ,
14313000195,A03,노인요양시설(개정법),20 ,20 ,
14313000200,A03,노인요양시설(개정법),44 ,42 ,
14313000202,A03,노인요양시설(개정법),128 ,122 ,
14313000205,A03,노인요양시설(개정법),17 ,4 ,
14313000215,A03,노인요양시설(개정법),28 ,24 ,
14313000221,A04,노인요양공동생활가정,9 ,9 ,
14313000223,A03,노인요양시설(개정법),29 ,27 ,
14313000226,A03,노인요양시설(개정법),16 ,11 ,
14313000232,A03,노인요양시설(개정법),28 ,28 ,
14313000247,A03,노인요양시설(개정법),29 ,29 ,
14313000248,A03,노인요양시설(개정법),24 ,23 ,
14313000251,A04,노인요양공동생활가정,9 ,9 ,
14313000257,A03,노인요양시설(개정법),29 ,5 ,
14313000260,A03,노인요양시설(개정법),49 ,29 ,
14313000267,A03,노인요양시설(개정법),26 ,23 ,
14313000270,A03,노인요양시설(개정법),49 ,48 ,
14313000275,A03,노인요양시설(개정법),16 ,16 ,
14313000283,A03,노인요양시설(개정법),49 ,48 ,
14313000292,A03,노인요양시설(개정법),28 ,20 ,
14313000293,A04,노인요양공동생활가정,9 ,9 ,
14313000300,A03,노인요양시설(개정법),27 ,19 ,
14313000303,A03,노인요양시설(개정법),46 ,46 ,
14313000303,M31,치매전담실나형1실,12 ,11 ,
14313000303,M32,치매전담실나형2실,12 ,11 ,
14313000304,A03,노인요양시설(개정법),19 ,19 ,
14313000311,A04,노인요양공동생활가정,9 ,8 ,
14313000312,A04,노인요양공동생활가정,9 ,9 ,
14313000334,A03,노인요양시설(개정법),10 ,1 ,
14315000005,A03,노인요양시설(개정법),94 ,69 ,
14315000032,A04,노인요양공동생활가정,9 ,9 ,
14315000043,A03,노인요양시설(개정법),29 ,26 ,
14315000044,A03,노인요양시설(개정법),75 ,74 ,
14315000052,A04,노인요양공동생활가정,8 ,7 ,
14315000073,A03,노인요양시설(개정법),24 ,24 ,
14315000075,A03,노인요양시설(개정법),49 ,27 ,
14315000079,A03,노인요양시설(개정법),23 ,23 ,
14315000082,A03,노인요양시설(개정법),20 ,18 ,
14315000085,A03,노인요양시설(개정법),60 ,60 ,
14315000088,A03,노인요양시설(개정법),15 ,6 ,
14315000093,A03,노인요양시설(개정법),20 ,19 ,
14315000096,A03,노인요양시설(개정법),100 ,70 ,
14315000099,A03,노인요양시설(개정법),20 ,20 ,
14315000105,A03,노인요양시설(개정법),28 ,28 ,
14315000110,A04,노인요양공동생활가정,9 ,9 ,
14315000122,A03,노인요양시설(개정법),18 ,18 ,
14315000124,A04,노인요양공동생활가정,9 ,10 ,
14315000126,A04,노인요양공동생활가정,9 ,8 ,
14315000129,A03,노인요양시설(개정법),23 ,22 ,
14315000136,A04,노인요양공동생활가정,9 ,8 ,
14315000141,A03,노인요양시설(개정법),29 ,23 ,
14315000143,A03,노인요양시설(개정법),16 ,14 ,
14315000152,A04,노인요양공동생활가정,9 ,9 ,
14315000157,S41,치매전담형노인요양공동생활가정,9 ,8 ,
14315000174,A03,노인요양시설(개정법),28 ,28 ,
14315000177,S41,치매전담형노인요양공동생활가정,6 ,6 ,
14315000181,A04,노인요양공동생활가정,9 ,9 ,
14315000184,A04,노인요양공동생활가정,9 ,9 ,
14315000189,A03,노인요양시설(개정법),23 ,23 ,
14315000192,A03,노인요양시설(개정법),34 ,33 ,
14315000193,A04,노인요양공동생활가정,9 ,9 ,
14315000195,A04,노인요양공동생활가정,5 ,0 ,
14315000197,A03,노인요양시설(개정법),32 ,26 ,
14315000198,A03,노인요양시설(개정법),49 ,42 ,
14315000213,A03,노인요양시설(개정법),85 ,79 ,
14315000214,A03,노인요양시설(개정법),29 ,28 ,
14315000234,A03,노인요양시설(개정법),29 ,4 ,
14371000002,A03,노인요양시설(개정법),172 ,57 ,
14371000003,A03,노인요양시설(개정법),85 ,62 ,
14371000004,A04,노인요양공동생활가정,9 ,7 ,
14371000011,A04,노인요양공동생활가정,9 ,9 ,
14371000015,A03,노인요양시설(개정법),159 ,144 ,
14371000025,A03,노인요양시설(개정법),44 ,42 ,
14371000039,A03,노인요양시설(개정법),29 ,22 ,
14371000054,A03,노인요양시설(개정법),70 ,66 ,
14371000060,A03,노인요양시설(개정법),28 ,26 ,
14371000076,A03,노인요양시설(개정법),13 ,12 ,
14371000089,A03,노인요양시설(개정법),29 ,28 ,
14371000090,A03,노인요양시설(개정법),81 ,52 ,
14372000001,A03,노인요양시설(개정법),60 ,39 ,
14372000004,A03,노인요양시설(개정법),66 ,61 ,
14372000006,A03,노인요양시설(개정법),76 ,59 ,
14372000007,A03,노인요양시설(개정법),16 ,16 ,
14372000025,A03,노인요양시설(개정법),28 ,14 ,
14372000025,G31,치매전담실가형1실,16 ,14 ,
14373000006,A03,노인요양시설(개정법),28 ,28 ,
14373000007,A03,노인요양시설(개정법),100 ,88 ,
14373000031,A03,노인요양시설(개정법),28 ,27 ,
14373000046,A03,노인요양시설(개정법),29 ,26 ,
14373000048,A03,노인요양시설(개정법),49 ,42 ,
14373000050,A03,노인요양시설(개정법),28 ,28 ,
14373000056,A03,노인요양시설(개정법),23 ,22 ,
14373000064,A04,노인요양공동생활가정,9 ,9 ,
14373000087,A04,노인요양공동생활가정,9 ,0 ,
14373000087,S41,치매전담형노인요양공동생활가정,9 ,7 ,
14373000090,A04,노인요양공동생활가정,9 ,9 ,
14373000094,A03,노인요양시설(개정법),48 ,43 ,
14373000099,A04,노인요양공동생활가정,9 ,9 ,
14373000104,A03,노인요양시설(개정법),21 ,16 ,
14373000112,A03,노인요양시설(개정법),29 ,28 ,
14373000121,A03,노인요양시설(개정법),29 ,16 ,
14373000128,A03,노인요양시설(개정법),0 ,16 ,
14373000128,G31,치매전담실가형1실,12 ,8 ,
14373000128,G32,치매전담실가형2실,12 ,9 ,
14373000128,G33,치매전담실가형3실,11 ,0 ,
14373000128,G34,치매전담실가형4실,12 ,0 ,
14373000128,G35,치매전담실가형5실,12 ,0 ,
14373000128,G36,치매전담실가형6실,11 ,0 ,
14374000002,A03,노인요양시설(개정법),29 ,22 ,
14374000015,A04,노인요양공동생활가정,9 ,9 ,
14374000016,A04,노인요양공동생활가정,9 ,7 ,
14374000027,A03,노인요양시설(개정법),60 ,0 ,
14374000042,A03,노인요양시설(개정법),63 ,61 ,
14374000043,A04,노인요양공동생활가정,9 ,9 ,
14374000047,A03,노인요양시설(개정법),29 ,29 ,
14374000059,A03,노인요양시설(개정법),26 ,20 ,
14374000075,A03,노인요양시설(개정법),47 ,34 ,
14374000076,A03,노인요양시설(개정법),29 ,22 ,
14374000082,A03,노인요양시설(개정법),51 ,43 ,
14374000088,A03,노인요양시설(개정법),29 ,30 ,
14374000097,A04,노인요양공동생활가정,9 ,0 ,
14374000098,A03,노인요양시설(개정법),29 ,29 ,
14374000099,A03,노인요양시설(개정법),29 ,28 ,
14374000102,A04,노인요양공동생활가정,9 ,9 ,
14374000109,A04,노인요양공동생활가정,9 ,9 ,
14374000110,A04,노인요양공동생활가정,8 ,8 ,
14374000116,A04,노인요양공동생활가정,9 ,9 ,
14374000119,A03,노인요양시설(개정법),29 ,0 ,
14374000124,A03,노인요양시설(개정법),29 ,29 ,
14374000127,A04,노인요양공동생활가정,9 ,7 ,
14374000132,A04,노인요양공동생활가정,9 ,9 ,
14374000137,A03,노인요양시설(개정법),70 ,0 ,
14374000137,G31,치매전담실가형1실,70 ,28 ,
14374500009,A04,노인요양공동생활가정,7 ,7 ,
14374500015,A03,노인요양시설(개정법),29 ,22 ,
14374500021,A03,노인요양시설(개정법),23 ,22 ,
14374500031,A03,노인요양시설(개정법),29 ,27 ,
14374500032,A03,노인요양시설(개정법),49 ,50 ,
14374500033,A03,노인요양시설(개정법),46 ,28 ,
14374500058,A03,노인요양시설(개정법),80 ,77 ,
14374500060,A03,노인요양시설(개정법),49 ,42 ,
14374500070,S41,치매전담형노인요양공동생활가정,9 ,8 ,
14374500074,A04,노인요양공동생활가정,9 ,9 ,
14375000001,A04,노인요양공동생활가정,9 ,7 ,
14375000007,A03,노인요양시설(개정법),29 ,25 ,
14375000011,A04,노인요양공동생활가정,8 ,0 ,
14375000030,A03,노인요양시설(개정법),22 ,15 ,
14375000048,S41,치매전담형노인요양공동생활가정,9 ,9 ,
14375000056,A04,노인요양공동생활가정,9 ,8 ,
14375000057,A03,노인요양시설(개정법),25 ,23 ,
14375000058,A03,노인요양시설(개정법),49 ,46 ,
14375000059,A03,노인요양시설(개정법),85 ,41 ,
14375000063,A03,노인요양시설(개정법),20 ,13 ,
14375000068,A03,노인요양시설(개정법),21 ,21 ,
14375000068,G31,치매전담실가형1실,8 ,8 ,
14375000077,A03,노인요양시설(개정법),26 ,23 ,
14375000079,A03,노인요양시설(개정법),28 ,28 ,
14375000091,A03,노인요양시설(개정법),80 ,59 ,
14375000097,A03,노인요양시설(개정법),24 ,13 ,
14375000097,M31,치매전담실나형1실,12 ,9 ,
14375000097,M32,치매전담실나형2실,12 ,12 ,
14375000107,A03,노인요양시설(개정법),21 ,22 ,
14376000006,A02,노인전문요양시설,36 ,0 ,
14376000006,A03,노인요양시설(개정법),36 ,17 ,
14376000009,A04,노인요양공동생활가정,9 ,9 ,
14376000013,A03,노인요양시설(개정법),29 ,17 ,
14376000044,A03,노인요양시설(개정법),75 ,44 ,
14376000045,A03,노인요양시설(개정법),29 ,27 ,
14376000046,A04,노인요양공동생활가정,9 ,9 ,
14376000061,A03,노인요양시설(개정법),19 ,19 ,
14376000061,G31,치매전담실가형1실,10 ,10 ,
14376000062,A03,노인요양시설(개정법),25 ,19 ,
14376000064,A04,노인요양공동생활가정,9 ,8 ,
14376000065,A03,노인요양시설(개정법),16 ,16 ,
14376000070,A04,노인요양공동생활가정,9 ,0 ,
14376000084,S41,치매전담형노인요양공동생활가정,9 ,8 ,
14376000087,A03,노인요양시설(개정법),17 ,18 ,
14377000001,A03,노인요양시설(개정법),150 ,99 ,
14377000002,A03,노인요양시설(개정법),100 ,84 ,
14377000012,A04,노인요양공동생활가정,9 ,9 ,
14377000022,A03,노인요양시설(개정법),16 ,15 ,
14377000025,A04,노인요양공동생활가정,9 ,9 ,
14377000043,A04,노인요양공동생활가정,9 ,9 ,
14377000045,A04,노인요양공동생활가정,9 ,9 ,
14377000046,A03,노인요양시설(개정법),64 ,61 ,
14377000054,A03,노인요양시설(개정법),125 ,118 ,
14377000055,A03,노인요양시설(개정법),29 ,27 ,
14377000057,A03,노인요양시설(개정법),49 ,29 ,
14377000068,A04,노인요양공동생활가정,9 ,9 ,
14377000070,A04,노인요양공동생활가정,9 ,9 ,
14377000073,A03,노인요양시설(개정법),29 ,29 ,
14377000075,A03,노인요양시설(개정법),28 ,21 ,
14377000079,A04,노인요양공동생활가정,9 ,9 ,
14377000081,A04,노인요양공동생활가정,9 ,9 ,
14377000086,A03,노인요양시설(개정법),25 ,25 ,
14377000091,A03,노인요양시설(개정법),24 ,24 ,
14377000097,A03,노인요양시설(개정법),29 ,28 ,
14377000106,A03,노인요양시설(개정법),16 ,15 ,
14377000111,A03,노인요양시설(개정법),29 ,29 ,
14380000003,A03,노인요양시설(개정법),29 ,26 ,
14380000013,A04,노인요양공동생활가정,9 ,8 ,
14380000015,A03,노인요양시설(개정법),29 ,26 ,
14380000020,A04,노인요양공동생활가정,9 ,5 ,
14380000025,A03,노인요양시설(개정법),92 ,81 ,
14380000039,A04,노인요양공동생활가정,9 ,9 ,
14380000048,A03,노인요양시설(개정법),12 ,12 ,
14413000003,A03,노인요양시설(개정법),68 ,22 ,
14413000007,A03,노인요양시설(개정법),96 ,89 ,
14413000008,A03,노인요양시설(개정법),72 ,73 ,
14413000009,A03,노인요양시설(개정법),66 ,66 ,
14413000011,A03,노인요양시설(개정법),18 ,18 ,
14413000089,A03,노인요양시설(개정법),83 ,80 ,
14413000121,A04,노인요양공동생활가정,9 ,8 ,
14413000184,A03,노인요양시설(개정법),60 ,58 ,
14413000187,A03,노인요양시설(개정법),49 ,37 ,
14413000198,A04,노인요양공동생활가정,9 ,9 ,
14413000199,A04,노인요양공동생활가정,9 ,9 ,
14413000207,A03,노인요양시설(개정법),60 ,59 ,
14413000223,A04,노인요양공동생활가정,9 ,8 ,
14413000224,A04,노인요양공동생활가정,9 ,7 ,
14413000228,A03,노인요양시설(개정법),98 ,96 ,
14413000247,A04,노인요양공동생활가정,9 ,7 ,
14413000250,A03,노인요양시설(개정법),27 ,26 ,
14413000252,A03,노인요양시설(개정법),99 ,95 ,
14413000258,A03,노인요양시설(개정법),28 ,23 ,
14413000263,A04,노인요양공동생활가정,9 ,9 ,
14413000271,A03,노인요양시설(개정법),23 ,23 ,
14413000272,A03,노인요양시설(개정법),29 ,28 ,
14413000274,A03,노인요양시설(개정법),16 ,15 ,
14413000285,A03,노인요양시설(개정법),12 ,12 ,
14413000293,A03,노인요양시설(개정법),29 ,29 ,
14413000295,A04,노인요양공동생활가정,6 ,6 ,
14413000298,A03,노인요양시설(개정법),28 ,27 ,
14413000299,A03,노인요양시설(개정법),29 ,29 ,
14413000307,A04,노인요양공동생활가정,9 ,8 ,
14413000320,A03,노인요양시설(개정법),28 ,24 ,
14413000338,A03,노인요양시설(개정법),68 ,65 ,
14413000339,A03,노인요양시설(개정법),18 ,13 ,
14413000348,A03,노인요양시설(개정법),66 ,63 ,
14413000352,A03,노인요양시설(개정법),40 ,36 ,
14413000363,A03,노인요양시설(개정법),19 ,18 ,
14413000370,A03,노인요양시설(개정법),28 ,28 ,
14413000376,A04,노인요양공동생활가정,9 ,9 ,
14413000379,A03,노인요양시설(개정법),28 ,23 ,
14413000386,A03,노인요양시설(개정법),29 ,17 ,
14413000390,A03,노인요양시설(개정법),18 ,17 ,
14413000392,A03,노인요양시설(개정법),18 ,13 ,
14413000393,A04,노인요양공동생활가정,9 ,8 ,
14413000399,A03,노인요양시설(개정법),28 ,26 ,
14413000409,A03,노인요양시설(개정법),21 ,15 ,
14413000411,A03,노인요양시설(개정법),27 ,27 ,
14413000444,A04,노인요양공동생활가정,9 ,9 ,
14413000451,A04,노인요양공동생활가정,9 ,7 ,
14413000456,A03,노인요양시설(개정법),96 ,57 ,
14413000461,A03,노인요양시설(개정법),65 ,49 ,
14413000482,A03,노인요양시설(개정법),25 ,21 ,
14413000488,A03,노인요양시설(개정법),29 ,29 ,
14413000500,A04,노인요양공동생활가정,9 ,9 ,
14413000507,A03,노인요양시설(개정법),49 ,37 ,
14413000510,A03,노인요양시설(개정법),49 ,48 ,
14413000516,A03,노인요양시설(개정법),46 ,45 ,
14413000524,A03,노인요양시설(개정법),71 ,70 ,
14413000526,A03,노인요양시설(개정법),29 ,29 ,
14413000527,A03,노인요양시설(개정법),24 ,20 ,
14413000536,A04,노인요양공동생활가정,9 ,8 ,
14413000540,A03,노인요양시설(개정법),42 ,25 ,
14413000544,A03,노인요양시설(개정법),29 ,24 ,
14413000546,A04,노인요양공동생활가정,9 ,9 ,
14413000548,A04,노인요양공동생활가정,9 ,9 ,
14413000549,A04,노인요양공동생활가정,9 ,9 ,
14413000554,A03,노인요양시설(개정법),27 ,27 ,
14413000559,A04,노인요양공동생활가정,9 ,8 ,
14413000562,A03,노인요양시설(개정법),49 ,49 ,
14413000564,A03,노인요양시설(개정법),22 ,10 ,
14413000565,A03,노인요양시설(개정법),15 ,14 ,
14413000567,A03,노인요양시설(개정법),26 ,25 ,
14413000575,A03,노인요양시설(개정법),49 ,47 ,
14413000576,A03,노인요양시설(개정법),76 ,76 ,
14413000581,A04,노인요양공동생활가정,9 ,9 ,
14413000584,A03,노인요양시설(개정법),42 ,40 ,
14413000590,A04,노인요양공동생활가정,9 ,8 ,
14413000592,A03,노인요양시설(개정법),49 ,31 ,
14413000600,A04,노인요양공동생활가정,9 ,9 ,
14413000606,A03,노인요양시설(개정법),49 ,31 ,
14413000607,A03,노인요양시설(개정법),44 ,44 ,
14413000622,A03,노인요양시설(개정법),29 ,6 ,
14413000627,A04,노인요양공동생활가정,9 ,5 ,
14413000634,A04,노인요양공동생활가정,9 ,4 ,
14413000638,A03,노인요양시설(개정법),48 ,22 ,
14413000639,A03,노인요양시설(개정법),49 ,40 ,
14413000645,A03,노인요양시설(개정법),62 ,60 ,
14415000007,A03,노인요양시설(개정법),12 ,3 ,
14415000009,A03,노인요양시설(개정법),24 ,16 ,
14415000012,A03,노인요양시설(개정법),90 ,90 ,
14415000012,G31,치매전담실가형1실,12 ,5 ,
14415000019,A03,노인요양시설(개정법),29 ,29 ,
14415000025,A03,노인요양시설(개정법),29 ,28 ,
14415000031,A03,노인요양시설(개정법),88 ,80 ,
14415000034,A03,노인요양시설(개정법),40 ,23 ,
14415000079,A03,노인요양시설(개정법),49 ,37 ,
14415000094,A04,노인요양공동생활가정,9 ,9 ,
14415000096,A03,노인요양시설(개정법),29 ,15 ,
14415000107,A03,노인요양시설(개정법),14 ,4 ,
14415000115,A03,노인요양시설(개정법),24 ,23 ,
14415000119,A03,노인요양시설(개정법),18 ,3 ,
14415000126,A04,노인요양공동생활가정,9 ,9 ,
14415000129,A03,노인요양시설(개정법),48 ,48 ,
14415000142,A03,노인요양시설(개정법),49 ,31 ,
14415000156,A03,노인요양시설(개정법),36 ,24 ,
14415000162,A03,노인요양시설(개정법),99 ,102 ,
14415000173,A03,노인요양시설(개정법),27 ,9 ,
14415000182,A03,노인요양시설(개정법),72 ,54 ,
14415000188,A04,노인요양공동생활가정,8 ,5 ,
14415000193,A03,노인요양시설(개정법),89 ,82 ,
14415000198,A04,노인요양공동생활가정,9 ,9 ,
14415000203,A03,노인요양시설(개정법),99 ,71 ,
14415000213,A03,노인요양시설(개정법),56 ,42 ,
14415000215,A03,노인요양시설(개정법),20 ,8 ,
14418000007,A03,노인요양시설(개정법),76 ,25 ,
14418000008,A03,노인요양시설(개정법),48 ,36 ,
14418000054,A04,노인요양공동생활가정,9 ,9 ,
14418000064,A03,노인요양시설(개정법),46 ,46 ,
14418000083,A03,노인요양시설(개정법),42 ,35 ,
14418000083,M31,치매전담실나형1실,2 ,0 ,
14418000095,A03,노인요양시설(개정법),29 ,11 ,
14418000100,A04,노인요양공동생활가정,7 ,3 ,
14418000131,A04,노인요양공동생활가정,9 ,9 ,
14418000161,A04,노인요양공동생활가정,9 ,7 ,
14418000181,A03,노인요양시설(개정법),49 ,45 ,
14418000192,A04,노인요양공동생활가정,9 ,6 ,
14418000214,A03,노인요양시설(개정법),66 ,55 ,
14420000035,A03,노인요양시설(개정법),18 ,13 ,
14420000064,A03,노인요양시설(개정법),29 ,29 ,
14420000066,A03,노인요양시설(개정법),29 ,28 ,
14420000096,A04,노인요양공동생활가정,9 ,9 ,
14420000104,A03,노인요양시설(개정법),38 ,15 ,
14420000105,A03,노인요양시설(개정법),49 ,36 ,
14420000113,A03,노인요양시설(개정법),21 ,19 ,
14420000123,A04,노인요양공동생활가정,9 ,8 ,
14420000127,A03,노인요양시설(개정법),118 ,70 ,
14420000128,A03,노인요양시설(개정법),84 ,41 ,
14420000141,A03,노인요양시설(개정법),49 ,37 ,
14420000143,A03,노인요양시설(개정법),62 ,46 ,
14420000145,A03,노인요양시설(개정법),29 ,21 ,
14420000153,A04,노인요양공동생활가정,9 ,9 ,
14420000155,A03,노인요양시설(개정법),92 ,69 ,
14420000159,A03,노인요양시설(개정법),91 ,77 ,
14420000182,A04,노인요양공동생활가정,9 ,8 ,
14420000190,A03,노인요양시설(개정법),46 ,46 ,
14420000203,A03,노인요양시설(개정법),68 ,57 ,
14420000203,G31,치매전담실가형1실,7 ,0 ,
14420000212,A04,노인요양공동생활가정,9 ,9 ,
14420000218,A03,노인요양시설(개정법),29 ,26 ,
14420000219,A03,노인요양시설(개정법),54 ,30 ,
14420000221,A03,노인요양시설(개정법),72 ,50 ,
14420000237,A03,노인요양시설(개정법),29 ,3 ,
14420000267,A03,노인요양시설(개정법),28 ,28 ,
14420000268,A03,노인요양시설(개정법),96 ,50 ,
14420000272,A03,노인요양시설(개정법),75 ,75 ,
14420000274,A03,노인요양시설(개정법),29 ,29 ,
14420000282,A03,노인요양시설(개정법),29 ,21 ,
14420000298,A03,노인요양시설(개정법),25 ,14 ,
14420000303,A03,노인요양시설(개정법),29 ,24 ,
14420000304,A03,노인요양시설(개정법),86 ,86 ,
14420000307,A03,노인요양시설(개정법),64 ,38 ,
14420000311,A03,노인요양시설(개정법),71 ,37 ,
14420000313,A04,노인요양공동생활가정,9 ,9 ,
14420000315,A04,노인요양공동생활가정,9 ,9 ,
14420000326,A03,노인요양시설(개정법),46 ,24 ,
14420000334,A03,노인요양시설(개정법),18 ,15 ,
14420000335,A03,노인요양시설(개정법),29 ,9 ,
14420000336,A04,노인요양공동생활가정,8 ,1 ,
14421000002,A03,노인요양시설(개정법),61 ,59 ,
14421000003,A03,노인요양시설(개정법),78 ,30 ,
14421000006,A03,노인요양시설(개정법),140 ,134 ,
14421000055,A04,노인요양공동생활가정,9 ,9 ,
